tweet,label
zwaaad fag,1
rt russbrandon thanks to mr wilson for passing along this tremendous responsibility my sole focus is to empower our leadership to bui ,0
slothng i can guarantee a few things youre white youve never been anywhere near a real ghetto you or a relative is a pig 100,1
yeiiowbang i hate that faggot he so corny,1
late night phone convos with my hoomie that nigga a gook,1
8220opticnadeshot no longer a side bitch prosyndicate httptcoqwcuna7vcv8221 zneezy2good 128514128557,0
queenkaaat it took a while for you to find me but i was hiding in the lime treeiemonaids dis bitch in da wrong tree bro,0
jacobbbacker you dont know shit about me faggot bitch,1
yall hoes really get mad cause a nigga dont want cha,1
8220traceydee98 i want pussy for dinner8221,0
8220iamkrause no need to thank me killing niggers is its own reward8221 dis my pal from our graduation when we was 26,1
i figured that if hoes wanna play games fuck em and leave em ,0
8220clzcdxx im just a bitch ass elf8221 morbidmermaid,0
fucktyler me too tyler it just makes me think that theyre lil nigger baby hoodrats,1
sandraguzman nigger,0
you aint my bitch so lil bitch why you bitchin,0
now i am seeing chatter among jihadi fans taking credit for an alledged kidnapping of a frenchman in algeria france,0
8220nolovemoreloud shorty name is  masika and yall surprised she a hoe8221128514,0
the leftisthomosexual war on the catholic church kicked into high gear with the infiltration of the priesthood by boyraping fags,1
this game on some shit haha playing that hoe high had me and my nigggs trippen haha,0
rt kcarmouche how you real dont put no money on you nigga books but chu buy a bitch chanel just to hit the puss,1
missstef0318 mariapetrova teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism,0
newser big fucking dealcry baby niggers,1
vinny2vicious faggot i knew you werent really my friend,1
davidly62793584 how many fuckin fags did a even get shouldnt be allowed into my wallet whilst under the influence haha,1
hate this dyke,1
elchavaloko buckm00se yeah sorry monkey team just keeps kicking ppl waiting for muh pizza,0
aj0427 just watched the llewyn davis doc warm fuzzies abound 978665039,0
gouache inktober oldpainting mt tiki wahine surf monkey bright happysunday peace wishing8230 httptcol73hik0iz8,0
rt killallsimps i had such a classic style of tweeting trolls dyke tweets lists etc its crazy how many niggas tweet just like me now8230,0
itsjaylaaa eat shit nigga bitch turd bag dick beetle,1
charlesbarrkley you need your ass whipped with a whip mr house nigger remember u will always b a nigger to them,0
mimistheone stop trolling me u creepy ass cracker,1
rt plainblackd get these trash ass niggas outta my stadium 128514128514128514,1
milesm05 shut up coon,1
rt calvin2000 really this is whats concerning him right now mt katiecouric looking forwd to speaking with john kerry tomorrow am abo8230,0
lookin for your bitch she probably with me ,0
rt tweettully this is so great regular season ball is for the birds,0
rt renegadecut video renegade cut snowpiercer 8212 an analysis of bong joonho8217s scifi action film topics include httptcoynt9zs08230,0
only white trash watch football,1
yeah bitches you know he was hot shit back in the day httptcoz9cgljtkow,0
angelaaau hey fag i lt3 you,1
i be waking up on some new shit like fuck that bitch shit,1
it stinks in here must be then pussy ass niggas talkin shit tomyfacebro test me,1
jimnastikowski 3quarters2day  are you a race traitor or just a dumbass,0
rt cphil13 man i was trying to eat 128555 kylegotjokes nigga you said it was bitches out here i showed up for nothin httptcou8230,1
rapdreams bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story 128564,0
awk u dont like your own nephew  cousins bc our race lmao broke ugly bitches fuck them we dont need them,1
8220therealiman no one wants to see curvy women  karl lagerfeld8221 he retarded,0
8220dnumberbefore2 8220vice504fly dnumberbefore2 u a regular nig u played out b8221 lol ima b ig famous8221these days that counts for somethin,1
earlybird early morning sunrise dawn bird thebird jerryreed  kansas city httptcokuvq8upwuw,0
rt myfriendsrap you hoes need to stop dressing yall kids as migos and rappers that yall fucked lil nigga just wanted to be a power ran8230,1
illbreatheyouin happy birthday faggot,1
funniest yt comment i ever received was niggers gonna nig shrugs  lmao racist muthafucka caught me off guard,1
i love all people for who they are but theres this one fag that goes to my school that can catch a ninja star to the face asap,1
someone tell rsherman25 his dreads are part of the uniform id pull your hair too why are you trash talking cut your doodoo braids,0
wow  thats a stupid bitch 128514128514,0
fuckboirik hahahaha youza fuck wigger,1
rt salomanizor too many faggots on here that think they can address me by my first name,1
rt lmao when i make the paper ball into the trash can 128240127936128168 httptcovjegtjep3x,0
firefighter is a job for white trash,1
seem like da colored folk be gettin in da way lately i just sayin,1
rylannwilliams whooooo chelsey fuck her lol she juss a bitch,1
officialskais kill yourself ugly ass monkey looking shit,1
look at this coon ass nigga here standing on a damn toilet looking around for his manhood8230 httptco3wypsnrlu3,1
rt killallsimps miley cyrus pussy probably taste like wet dog she has a negative ass and the bitch looks like justin bieber she so ove8230,1
8220cryaboutitnigga i get paid too chill8221 share the wealth lil nicca,0
istandwithrand wise up rino pussies real leaders like rand cruz lee bachmann etc actually exist fight or go home teaparty,0
why people think gay marriage is okay is beyond me sorry i dont want my future son seeing 2 fags walking down the street holding hands an,1
quithepharaoh zapollo0803 mildlydarkskin hes a lying faggot he used inspect element to change the number of dollars in his account,1
rt aychmoore most teachers abuse their position theres teaching with discipline and theres being a cunt most are cunts,1
rt 2blunts1jorge 8220ginasanabria im ugly so dont worry about me having hoes8221,0
delaneyguinan you did a good job doing that to me and not texting back faggot,1
kielag3 128514128514alright fag what about this httptco5ht61nmjj3,1
hahahahaa fuckin crow looking bitch,0
azmonsoon lot of rain too bad it wasnt enough to wash away the teabagger racist white trash in the state tcot teaparty azflooding,1
rt fuckinggarza i wanna sleep but im outside with this nigger lol trying to hang him,1
twitter pic flossin hoes talkin papawoodall fatstinker,0
8220bonnoxxx webbmadethis mane the skinny bitches was playin lol i had too take my weight class too another level8221 128557128557128557128557128557128557128557128557128557128557128557128557,0
rt baddiewhitt the older i get the less i give a fuck 1285149996  beef 128074  bitch please 9995 loosing friends bitch bye 128514128075 drama  ill pass 128080128683,0
between this trend and the vines acting like women its like niggas couldnt wait to be faggots httptcodkvnjmcarz,1
if yer gonna continue to be a contrarian bitch go die then ive no time for such trifling,1
white trash okies dont count as real white people to count as a white person you have to count a person okies arent people,1
rt xdalovelytishai most of these niggas go broke for these hoes,1
bossace555 soundsgoodbro bloggerboxing yea u stupid faggot im not leaving till like 56pm want a ride,1
what kind of sorcery is this rt officiallyice nope rt 2charmss eat this pussy while im on my cycle amp call it cherry pie,0
thechicagobaker stopbeingfamous raniakhalek do birds have a 72 out of wedlock rate is it white fathers that are running away,1
drew4130 mailgal2000yall hire colored folk only work half da day and throw da mail in da sewer if we aint done,1
im from long beach california so people automatically think ima badass or a bitch hahha,0
youre dismissed bitch conchgunny 00jackie no i wanna play with you thumper8221,0
dinolich dont yell at me i love both of the evolutionary lines claudiavice despises the trash buddies,0
jfh happy another group of 365 days you weird ass son of a bitch thats why we all love you though hoping there are riots in htown,0
you know a bitch is crazy when she smiles and shes upset,0
fat dykes make me want to vomit,1
rasheedsheen man damn dude come get this bitch lml,0
im only on here cause my bitch tripping 128514,0
keltorwade nah dude mostly just sound like a faggot,1
128514128514128514 i just said that rt boythatsaryah my tl gotta chill with this pretty face challenge foolishness yall hoes agg,1
jusdahl gross ill stick with my galaxy it will still receive those nips,0
montearollin kayysavage i wasnt serious bitch 128514 bitch them niggas i named aint fuccing witcho ass 128514128557 we all just making shit up 128527128553,1
rt lightskinchink this vine still funny as shit to me 128557128557128514how many niggers are in my store httpstcot7rujtkei1,1
redneck in the white house  moccasin creek 128077128076,1
fuck with us you know we tweakin hoe,0
and im definitely top 3 at makin beats in the city but yall niggers love your trap beats so yall probably wont admit that,1
iont see how some of you niggas fags,1
is there a full moon out crazyassholes out in full force and im not talking about muzzies or liberals825265039 and im in the mood to oblige,1
cousin why is there a bird on your screenme its twittercousin i poke youme thats facebook,0
what a wetback looks like when he gets caught crossing the border ilovebamf httptcoj3uf1tyubo,1
rt strocorleone thoughtsofrandy yummysworld all deze hoes got past demons in em yolo nigga lol  hahahahaha,1
rt donniewahlberg on set of bluebloods hoping there are no birds perched above me httptcoodhq52qile,0
rt iceyy505 i hate hoe ass people,1
zach huggins tell yo bitch to leave me tf alone,0
people who grow their own vegetables are nothing but common peasant trash,1
this is for all the fans that waited the bitch niggas that hated  old hoes we dated look mama we8230 httptcosnry6a7vyb,0
rt asapford i hate when a nigga ask me where the hoes  nigga idfk ,1
cdnballjunkie i jus wanna let you know okc trash ibaka aint shit yall aint goin nowhere without harden,0
rt thachosenkid321 donquixtote he trash tbh startmikevike,0
8220mikeypdacav5 i love the song john doe dope8221 mirandawigley edenbaby101 faggots,1
rt superrrrmcnasty lmfao  this bitch was giving head in the back of a classroom she better go tf ahead ,0
hovaa ya i know all the slang im racist i h8 porch monkies,1
im tired of these bitches actin like they loyal lol,0
rt realniggasherm i cant trust a bitch i cant trust myself,0
8220lildebo2391 he too rich to let that bitch get him mad like that8221 niggas dont think at all,0
4 old hoes a ponk and a dyke outchea having girl talk,1
rt svl305 vjtechsupport youngmcfly the real reason y she gave up rapping was because of me i called her trash to her face n asked for8230,0
rt assholeofdayear rudy gay a faggot for not changing his last name once he got money,1
all da lil bald headed bitches standn outside of kevin gates tryna get in 128514128514128514,1
rt taylortm pacmanjonez philwotg you the whitest person on my tl but you always so ghetto im sick of it,1
8220maxwelllarsen when you live this gay you cant be afraid of two black dicks in your butt you fucking queer,1
wouldnt be such a bitch if people didnt piss me off 247,0
what a fag,1
ima pull up eat on that pussy and dip 128525,0
hey barackobama dont be like a stupid white bitch in some horror movie asks america to hide from isis behind some chainsaws mkay,1
wib plays next fri 51614at the silverdome ballroom21 in neillsvillewi with charlie parr amp hobo nephews of uncle frank tickets 15,0
rt hinojosa214 bitch fucking fuck brandeis go o connor fuck o connor fuck brandeis just kidding htown helotes flexes bitch 128514128514128514 8230,0
wodaeeex3 lol duhh but ima get my neck tomorrow so dont be mad hoe,0
play some  fuck bitches get money  music,0
wack bitches make me curve them,0
why you think all these niggas end up with all these kids fucking ugly bitches,1
joba chamberlain looks like a homeless guy that won a contest yankees,0
where the fair and reasonable women at not these self righteous i deserve the world without working for it cuz i got a pussy bitches,0
heeellllooo ayoobreezy if a bitch keep hitting your nigga phone its because hes still entertaining her 128175,0
dantoomey2 fuck you faggot,1
none of us went to these prestigious establishments so were clearly not as superior as these fucking retards,1
getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol i dini care yous are fuckin laughable,1
oskzilla fuck you niggah you gay lol,1
rottensoil captfaggotpants you boys sure come up wit some crazy names in my day we never talked about no faggots,0
dear whores dont tell me i cant dance when the only dancing you do is open your legs and shake your ass like a video ho to shitty rap,0
phishlicia im 58 fag 128536128536,1
look at this coon ass nigga here standing on a damn toilet looking around for his manhood8230 httptco3wypsnrlu3,1
rt troymadden i guess its cool to just walk around with ya titties out in a seethru top shit if these hoes aint trippin how can i,0
it really is too bad that california had faggot marriage forced upon her after her citizens declared it illegal,1
itsyourman make me white trash cousin fucker,0
rt erlktweets what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc8230,1
bitches be like im mixed wit italian chinese nd african american i be like bitch just cuz you ate ur8230 httptcozdwd3l8m,1
im soooooo tired of this dick dyke showing up on my fb feed real studs dont fucc niggas just be bisexual,1
scrappy got the hoes 128056974965039 its 3 of em on stage i wonder how many in the audience,0
iemonaids done that spell check we know you meant fat liberal dyke feminist nazi bitches,1
mirandamills okay lets fight you ginger faggot,1
8220souljaboy kmichelle you mean the niggaz i shot ill give you 100k if u let any nigga smell your pussy and it dont smell like shit8221 128553,0
8220honeysays my phone charging backwards 1285338221 retarded,1
rt lovexlilyy dont play games with a girl who can play better bitch,0
got your hoe on the scroll,0
sbsylvester kiefferjason hunterbuch66 bitch u ugly then hoe,1
rt justcurrieon west2quick christooshifty lol aye watch to mouth you like when i mention you faggot,0
tielermlg psvch halfassed coming to the rescue of some retard licking dirty skidmarks on the internet you guys are fucktards,1
unfortunately i love her the most tho rt kinghorsedick vianawf thats ur hoe too,0
rt prayingforhead tyga used to be good before he got into this swag fag shit,0
faux noise pundits dont like duck molester proslavery racist homophobic teabagger darling phil robertson either httptcoxxehphwwwr,1
kiefferjason bitch didnt we just discuss this shit yesterday what time faget,0
mikeray7 congratulations you are officially fucking retarded,1
n1knak status report making a pit stop in canada to rape bitches,1
the bitch who shot cj is going upstate 128079128079128588128588128591128591 now he can rip 128124 httptcoualjxapmkj,0
leighvl niggas probably be watching me like look at this uncle tom ass rasta,1
daveswerve boy look like a slave on that hoe,0
rt kohkohbxtchzz real bitches like me make sure you get some even when they not lol,0
klsouth missdidi23 is an evil hate whitey racist who thinks delbert belton deserved it maryforbes14 enemiesofdonnaj stephannanson,1
rt tooracist some black guy at my school asked if there were colored printers in the libraryits 2014 man you can use any printer you8230,1
i need a bitch to go down like i need a beat,0
you boil my blood just how spoilt and how much ae an arrogant bitch you are if u try to show off ill flip nd most likely go nuts ohwell,0
iowahawkblog jjauthor to gtdavidmasciotra get past boot camp and go active a few years see what we really do daily you liberal pussy,1
i wish i wish i wish i wish i wish i wish a bitch would cept she already did gonna have to handle this 128522,0
idisdummies can you speak one coherent sentence without sounding like a nig seriously,1
one thing i cant stand is texting bitches that got droids,0
kiefferjason here let me say it more clearly since your retarded ass dont understand,1
seconds from the end whats it gonna be pull the trigger bitch,0
lexvan13 go back to nigeria faggot,1
i was damn near flossing with the bitchs tampon string awful 8220taecocky have anything stopped you from eating pussy if so what was it8221,0
the bitch who just rolled her eyes at me bc she didnt get tipped doesnt listen when u ask for sweet potato fries instead of regular,0
goldglovetv neither does your fucking cat pussy,0
bowling greens campus looks old as fuck like state penitentiary old but they do have a lot of bitches so i guess that counts for a lot,0
same reason u look like anthony davis with them eyebrowsryanhslick why the fuck do niggers act so different when girls are arounds,1
charliesheen charlie please stop from 1 ole fart 2 another,0
maggieburdis nickgoldapp lmao dude you are probably the biggest fag in nebraska 128514128514128514128514128514,1
its official i leave america january 3rd see ya bitches in february have fun with winter for me,0
what a wetback looks like when he gets caught crossing the border ilovebamf httptcoj3uf1tyubo,1
rt taerhodes 8220kim92493 8220taerhodes kim92493 patpatbush uhhh youve been judged8221 it happens whitepowerill hang you nigger8221 wo8230,1
notoriousbm95 gezus rodriguez5 your getting blocked faggot,1
jaimescudi tonybthrz jaimescudi i swear if oomf try talking to me tomorrow  barackobama pussy,0
that dude rent aint no punkbitch either,0
is there a full moon out crazyassholes out in full force and im not talking about muzzies or liberals825265039 and im in the mood to oblige,1
rt kiaranicolex joaries kashwingatelfc chanchanox babes we buy brazilian and peruvian not bengali,0
i wish faggots like tyga would stop making music rack city was fucking awful get the fuck outta michigan,1
my nig jus said aint nuttin worse den a fat loud hoetru fuckin story,1
fucking gook,1
thewagnerer fags,1
that dude from chicago w the fuzzy mustache and bangs johnny love hes whack memoriesofidots,0
ayy carlton is a ghetto school now switchedatbirth,1
if someone is part of james x then hes a white trash cultist,1
everybodys favorite phrase to try and end an argumentyou do you and i do me lmao faggots,1
and mad hoes you can ask beavis i get nothing butthead,0
starbuckssanae are you sure about that slant theyre plagiarists and you have no idea who i am,0
8220kissmefaith whatevaittakes yea bitch8221dam,0
rt connorbagen you know shes a dyke when she asks for mens golf clubs,1
pussybeezus whatever hoe,0
rt nerdatcooltable any chick that gets in a fight after the age 24 is a hoe,0
ya bitch aint bad nigga you aint got no taste,0
only word i can understand on blackjesus is nigger heavily disappointed in this show aaronmacgruder stuff blows imo,1
aint this a bitchgt clock mistake in alabamaarkansas  via espn champ drive httptcogo1xtsuv6o,0
tmaccgfg 8220voiceofdstreetz tmaccgfg 8220tizzimarie no slushes 1285498221hoes nasty anyway fam1285648221them hoes taste like meds127815127815127868,0
rt sepinwall day 2 of fxx8217s simpsons marathon 8212 8220bart8217s dog gets an f8221 to 8220last exit to springfield8221 8212160will be the best consecutive 24 ho8230,0
is that the remix breezyfrmdablok these hoes aint lawyers 127908128553 lmao my fave chris brown song,0
herfarm move out of our country teabaggers,1
rt neimanmarkus i give a shoutout to these bitches bc they hustlas too 128076128184128181,0
youre all faggot fuckheads,1
128514 8220bossmobbe racist all month  fuck u honkey8221,1
jontel20 128557 pussy,0
playing to white guilt lasted one last time whitey felt absolved it ends today it ends in the fieldssuburbs of pennsylvania,1
krispy717 grizzboadams fucking gay faggot look at that gay ass pink shirt haha,1
maxmayo77 httptcoxpsc3makgj sexy lad with hot soles and arches,0
rt bruceforce study these birds closely see if you can spot the female it can be done even with limited bird watching skills httpt8230,0
theerniie youre a little bitch,1
rt alecmyers12 all i want for valentines day is a big booty hoe,0
genetnbarockbox says the old man  i hope you can survive another 10 years you silly jigga boo monkey,1
thegamecubeguy any more birds in school,0
i just wanna slit this mf throat,1
jennydigi pussy put yo ass to sleep now im calling you nyquil,0
newser big fucking dealcry baby niggers,1
rt jazsy if a bitch tweeting about a nigga and he saying he dont mess with her  hes lying128533 that bitch aint tweeting for nothing 128527,0
still really confused re humplayproblems i think lucricusis a fag dagger,1
rt berrydabody its unexplainable how booty and fucking ass these bitches be they live to be funny,0
rt gawker congressmans office admits hell yeah benihana up in this bitch tweet was a mistake httptcoltzwujc0vs,0
mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters  fightpacquiao floydmayweather,1
burn bitch httptco63fmrf0g5j,1
8220joytooawesome imjessicaaaaa vintagemonroe haha bitch 1285231285188221 httptcon5uucdtdxt,0
rt thefakeespn johnny manziel8217s byeweek stat linebud light platinums 23  shots of patron 8  side bitches 5  fucks given 0,0
 is this jody  the niggah that got ma boo pregnant  the niggah that cant take responsibilities as a httptco7ufnj2njhp,0
uhuh what do we have your empty heart my empty bottle a yellow cab that you would like to catch cuz yo latest ex made u mad,0
hah a big lol to all the tacky faggots,0
i hate all these industry fags i hope they all get the nigerian summer flu,1
somebody couldve been like aye man you dropped your money but nooooooo fucking broke faggots selfish bastards i hate yall,1
subtweet me one more time you dirty chink whore,1
uncle tom hypocrite httptcocyc9madjpq,1
rt rollingwithtrin 1 2 3 4 how many niggers are in my store i knowwww youre stealing 128514128514128514,1
rt asslxrd my inner nigger is coming out,1
rt ohsnapsitsshaq i feel like no matter how much of a hoe she is if the right nigga put her in her place she gone change ,0
im rick james bitch show me ya titties,0
rt maniac3x notoriousbm95 woodyafc whiteponyjr santi4l bamoose12 start crying and stalking him faggot i want to laff,1
fuck a lame nigga than you a lame bitch,1
zeitgeistbabe i hear bill likes trailer trash like you lincromero7 jtstover theobamadiary rebhug loriisright,1
is hillary the 8216dodo bird8217 candidate httptcoyfubgwq4tw via worldnetdaily,0
rt drnrdx brandonfxrd youre not safe pussy boy looooool httptcotocj1wxryk,1
rt divamonroe2uhoe niggas always wanna talk about how god is against gays what about that pussy you was eating last night aint god ag8230,1
i wish faggots like tyga would stop making music rack city was fucking awful get the fuck outta michigan,1
rt sexualtruth eating your womans pussy is good for the soul,0
westwestyall phampel woohoo new black kill cracker babies panthers to the rescue racist trash thugs ferguson fergusonriot,1
my best friend loves justin beiber what a fag 128557128514128557 cryystalina,1
moneydriven i see a picture of you smoking such a man of god disgraceful nig you sir are an embarrassment,1
cheesus85 greyyygoose faaaaggggottttt speaking with the blonde hair and confused youre a hypocrite cuz youre a faggot,1
turndowndre kushdaddycorr lmao you stupid nigger,1
rt hamseabdala charlie sheen is a fucking boss httptcowde24qtbf6,0
rt bossydiva come get yo hoe,0
lmfaooo i cant yo  this bitch has officially crossed the line 128557 httptcocixgilkksw,0
rt cougar745iii this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto amp stereotypi8230,1
rt jamesyoucunt im on my straight grizzly so why would i buy you a gay ass teddy bear bitch youre already bipolar httptco4zsxc8230,0
maybe ill love you one day maybe well someday grow till then just sit your drunk ass on that runway hoe,0
delaylaymessy i rap that and her part of problem 247 cause im a bad bitch,0
see i peeped it amp pussy is power,0
rt pluggedinpiff green azz niggas amp yall new bitches condone dat sucka activity dat why they keep doin it,1
just cuz he looked at you doesnt mean he likes you hoe,0
iamshady thats not even a real word must have hit a blunt and started making up shit with your nigger ass lol,1
ovoshubham no the fuck am not bitch how bout u get out there bitch ass nigga stupid ass,1
legionary1488 jomavaesjos now we have a ebloa case in texas if we kill all the niggers we might be safe,1
rt earlylegend i dont fuck with these hoes amp i dont fuck with niggas thats fuckin these hoes,1
chink19 shut up chink,1
bought these bitches breakfast and now getting kissed on my cheeks non stoplol check out is literally in 5 mins tho,0
bitches be like keep calm im single first of all bitch nobody was hype,0
rt vbomb20 got these hoes on my dick like brad pitt,0
rt dblockdeuce215 its about that time of the year when all the lightskin hoes who swore they was brown cuz of they summer tan come back8230,0
i hate bitches that fish for compliments,0
heartlessfuck glad im getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em,0
rt woodyafc maniac3x whiteponyjr lmaoooo what a bunch of fags,1
rt noobde im rich bitch httptcospld2zible,0
this nigga on the train treating his bitch over the phone lmao,0
hoes gon be hoes let them be,0
you8217re a little bitch rt fuckingcashbro rt thotcho my team got blown out in the super bowl,1
rt cuzimdaddy  5feet0inches is dis wrong 100d if you fuck wit a lame nigga you a lame bitch,1
california is home to skater trash,1
smh hate that hoe,1
sterm26 realjameswoods just like when i call someone a nigger its not because theyre black its about how they act like a nigger,1
i just need to know what that pussy like so one time is fine with me  drizzy lol,0
rt maniac3x larryx2010 floydmayweather not gonna happen the coward nigger gets lit up he knows it pac has to sign to tmt but why di8230,1
rt beyoncehasstd this hoe know that not her car lmaooo httptcoxpphpxd46p,0
im organizing a cease fire between bald headed bitches and weave ,0
rt inkmyholebody this nigga is a fuckin faggot httpstcoe3m6tujnhf,1
kick that bitch right in the pussy,0
rt joebudden u famous niggas ruined the game by jacking up the price on the pussy  michael paul budden,0
shit piss fuck cunt cocksucker motherfucker tits,0
skrabah dont my nigga me honkie,1
retard,0
rtcommence carpet bombing all iraq soldiers in this video httptco7old2edb1r executed by jihadis from tunis httptco02e1ceoe3z8221,1
vexda go jerk off to lollis faggot,1
 i fw these niggahs everyday  neva changed up  always been the same to a niggah  been thru shit with ma niggahs ,0
rt trentlilweezy you are trashme httptconx2tqimo2a,1
fardousaa becuz no man should celebrate his bday at a drreams faggot,1
only white trash would call slants and hindis and moslems their equals,1
i think dat missfacetious called me a niggerwhat do move away from da dark side mean,1
double up on that blow bitch,0
she got arrested for domestic violence against him ugh bitch ,0
hannerr youre a faggot,1
joltng niger,1
theyre working on a bill to prevent retards from voting who knew retards could vote things are starting to make sense now,1
porch monkey 4 life,1
yost on portsmouth this is the biggest white trash county in the nation yostknowsmost idowntown,1
this guy is the biggest faggot omfg,1
i ont like that game wit that retarded ass bird 128530,0
comedytruth amen miley 128591 httptcop2kb2tfyxrokay but she dont need to act like a hoe just bc shes emotionally damaged foh,0
garner412 heyyyyyyyyyyy fag boy am i gonna watch you play,1
anuglynigga this is retarded,1
jewelsanddrugs9 ladygaga madonna lmao madonnas music sucks yeah youre fucking stupid if you think gaga is better retard,1
cbfollowheidi black girls are so funny why cant you talk literate its pathetic dick riding die hard fan rofl you disgust me retard,0
these niccas sangin on dey partnas witout a grammy award,0
rt iambobo what happened to the old wigga the gonorrhea one,0
rednationblogga fuck those faggots,1
you are so fake amp im going to put you on blast bitch,0
you fuck up  i try to be nice i fuck up  you go ape shit and stay mad wtf haha,0
bittytang yes why protest about sexism then go right home and beg for a guy to beat your pussy up im lost at times,0
rt tiqqz shinsnipes i woke up with a sore throat im cold niggers will be niggers so terrible,1
8220ig4hunnit yeah you played me yeah you got what you wanted but jokes on you you about to be a daddy bitch httptcozcvdyvhvc78221bruh128557,0
this niggah know wassup,1
bitch kill yoself go on to the bathroom and eat the pills bitch all of em,1
subtweet me one more time you dirty chink whore,1
i do da flow in a temple today fo nuttin and dat jew wit the funky hair tell me i subhuman he tell me i aint no mo human den a monkey,1
you are beyond retarded,0
you are a jiggaboo,1
these sour apple bitter bitches im not fuckin wit em,1
rt purelyfootball well done to kimabakken who correctly answered almeria 26 yellow and 1 red card so far this season,0
kiefferjason someone yea its very true bitch,0
white bus drivers are all white trash losangeles,1
timoteoshonesto vcortesusmc little punk we should send his ass to iraq for a few weeks little bitch would come home amp kiss the ground,0
on my way to fuck your bitch in the name of the lord  mr race,1
every spic cop in losangeles has raped or has thought about raping a white woman thats why those halfbreeds get jobs as pigs,1
rt hellaratchet freshmanadvice rolling backpacks get all the bitches,0
rt hoodrichnick why ya niggas be gassin these wack ass bitches  128553128553,1
my neighbors be sick when i wake um up to all this nigger music ctfu,1
julianjval i totally think the something when bitches come across mine saying we are similar uh no 9995,0
sarahvicwood im going to murder that fucking cunt,1
rt kellconnolly guys say 8220don8217t wear leggings if you don8217t got no ass8221 ampi see you pussies walking around in muscle shirts without any mus8230,0
my hoes love to go shoppin,0
beautifulkeezy yess bitch messyyy,0
rt kicksandtits23 lewis so trash lmao,0
yo bitch want that vitamin d she lookin desperate,0
allsportsbruh you say waste a draft pick on manziel when we have mallet thats why im telling you to delete your account youre retarded,1
this niggah know wassup,1
harveylevintmz sly309 they want what i got i want what they got americathey got the word nigger i want it to,1
tell a bitch gtfo my face fa no reason,0
rtcooliegbe300 you pussy whipped for only following kimkardashian tho kanyewest,0
kingtaylorxx chanelisabeth im a boss ass bitch bitch bitch bitch bitch,0
rt ayeedeb ray j is the perfect example of what happens when you give a lame nigga some pussy,1
rt theprinceofnj 8220smco71  if you aint bout that murder game pussy nigga shut up 8221252 gang 128514128514128514128514128514,1
rt asslxrd my inner nigger is coming out,1
devin hesters a bitch,1
gotta love rednecks loud stupid stubborn and full o schitt,1
teairri marie is crazythe poor girl aint do anything to herbitter ass bird,0
imsoooomad guess whos eating cracker b without you,0
on the anniversary of 911 isis amp al qaeda supporters each claim ben laden as their own as a show of their jihadi authenticity pathetic,0
america is white trash and so are all americans,1
jewelxo can pornhub just get a gaming stream feature so these dumb bitches can gtfo pornhub get on it katielt3,0
infidelalie touch233 muzzie fuckers hope it was set to go full of bacon and pork rinds,0
ovoshubham no the fuck am not bitch how bout u get out there bitch ass nigga stupid ass,1
8220bighomiemarkie 82201017sqquad 8220toddiesoplayer raygine bitch get out dem feelings and get some new dick128514128514128514 12806412855012851412851412851412851412851412851412851412851412851412851412812882211285141285148221128128128128128128128514,0
these hoes always gone thot around to who ever give them attention at the time,0
its bros ova hoes but wifey comes before ya bros,0
mirandamills okay lets fight you ginger faggot,1
chasebasford chase you god damn faggot 128514128557128514128557,1
only americans would hire white trash with ties to international terrorism as police officers,1
i might need to get some hoes,0
sassyharryballs ugly white bitch,1
let him fuck his side hoes in peace smh rt morganbaileyyy wish my boyfriend would respond to my texts ,0
jason admitted youre a stuck up bitch lol which you are think youre so much better than everycunt naaaaa,1
looks like the next douche bag teabagger to be crowned governor is some ghoul named ducey rhymes with douchy azgov azvotes tcot gop,0
twitter is for fags,1
jimboberson happy birthday faggot,1
rt rakwonogod fuck bitches  get money  a favorite niggas line when a girl leave his ass for another man,0
brrrrangadang this nigga 128529128529 know damn well you a coon,1
rt beaadawgg why do the trashiest really ghetto girls always get the most likes and comments on insta boys up and down their pictures a8230,1
wake up you stoopid dyke randypawlik,1
damn hoe you so ugly even hello kitty said goodbye,1
a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,1
gonzalezsassy ur not sassy white trash change ur username,1
we dont want yo bitch mane we just wanna have fun with her,0
black cops want to kill white citizens spic cops want to kill anglo citizens zigeuner cops are all rapists,1
i feel sorry for mexican and asian niggas they got the worse shaped bitches on earth,1
natlfascist88 waspnse jews and white race traitors have to be swept clean so the aryan race can survive,1
rt ervgulfwings14 i think zlatan even has class in the way he talks trash,0
fronting bitches get that i just got off the island dick then i never hit them up again because im a fronting ass nigga,0
8220iamkrause no need to thank me killing niggers is its own reward8221 dis my pal from our graduation when we was 26,1
kiefferjason oh but i am and my grades say other wise so u can stfu and get off my twitter or u can box simple ass that pussy boy,1
gingerdemoness riotcast weirdmedicine i wants to call bouts my vitaligro but i aint sho if you a doctor fo da colored folk,0
america is white trash and so are all americans,1
vj44 did i mention you are an ugly cunt go back to iran,1
