comment,label
i like say the word pussi hoe ion no whi,0
i like take nigga hoe but i stop do that 9995,1
i like the yanke toinight 107 httptcoj4rhambu,0
i like to butt fuck fine ladi will i choke hold a bitch well mayb 55,0
i like to mock appl but im legitim interest to see what their wearabl look like,0
i like weed browni and cooki im straight but seein crook got muh trippi kit hope i trip and fal into some pussi tunchei,0
i like a youtub video httptcoqgnhildttv the sock fairi a short film,0
i like a youtub video httptcoodnpopl2of conor mcgregor trash talk chad mend i can rest my ball on your forehead,0
i liter just look bc thi kid a pussi,0
i live for twobit browni,0
i live in the fast lane bitch,0
i look better on your bitch than her outfit on my floor justinmiculka01 myboy,0
i look like denzel when i tilt my head to the side too bitch,1
i look like a dusti bird today,0
i look retard,0
i lose ovo follow everi year 100 bitch unfollow me becaus of my hold on were go home rant a hoe athem is a hoe anthem,0
i lost all my respect for my brother caus you act like a straight up bitch,0
i lost it you think your too good for me you paper bitch and i fell on the bed and i fell off the bed and i slept on the floor,0
i lost partner bitch money but i never lost my mind,0
i lost someth more import than myself last year so excus me for be a littl selfish bitch 999665039128530,0
i love butter by atcq but id love it more if qtip hook wa just loop for three and a half minut instead of phife trash vers,0
i love asian bitch,1
i love german i wish nansemond bitch ass had it,0
i love liv when she get ghetto,0
i love a bitch with rack of her own,0
i love all my bitch and im ridin for all my bitch no matter what,0
i love all peopl for who they are but there thi one fag that goe to my school that can catch a ninja star to the face asap,1
i love bad bitch 128525128525128525,0
i love bad bitch it my fuck hobbi and yeah theyr on all four like a fuck doggi,0
i love bad bitch that my fuckin problem,0
i love bad bitch that my fuckin problem forreal real shit i cant even help it,0
i love faggot absolut love them especi the one that can dress to the tea 128525128525128129,1
i love fat bitch,1
i love fat bitch that my fuck problem roodeepoo,0
i love flirt with money dont no other bitch get my time or my eye128527128527,0
i love float monkey head as much as the next person but activ surplu websit is just redonkulu httpwwwactivesurpluscom,0
i love fuckin wit peopl i be givin greedi ass niga old as cracker wit expir chees dey be callin me like8221 nigga im shittin likea goos,1
i love go to walmart and look at gun with my wife we talk about them in spanish as the redneck stare at us and reconsid 2a,1
i love how everybodi bitch about heat fan when we win but if they lose all the hater are 10x more obnoxi,0
i love how bitch be talkin how the singl life is the best life then bitchin and complain how they need a boyfriend wtf,0
i love how hoe be like omg warp tour yayyyyy gaaaaaaaaaaaay,0
i love how my brother actual tri to understand hi girl and see her point of view when they argu instead of be a bitch about it,0
i love how peopl use twitter to just bitch an complain fuckyou,0
i love how we can marri and still be the same queer messi funni fabul dramat commun weve alway been whi i love us,0
i love jigg jigg128514,0
i love live in minnesota the weather is bad enough for peopl to bitch about it but we dont have anyth seriou stay safe east coast,0
i love me some chunki babi 128525128525,0
i love me some fresh pussi all you can eat buffet,0
i love money fuc a bitch i wont stress myself,0
i love my hater they my biggest fan im on the field dem bitch in the stand,0
i love the acoust dome in the hallway favorit place to sing in public no lie httptcog6az9ryubq,0
i love these stupid holiday commerci you thought you were go to get a car nope bitch you got an ugli ass sweater,0
i love thi bitch he dear to my heart,0
i love thi ho nerissaloren httptcoi5obsnjj,0
i love to eat pussi love invest,0
i love to feed the pussi,0
i love watch bird migrat wish i understood whi it such a peac sight,0
i love wear fuzzi sock to work,0
i love when girl pass up the guy who want someth real and to treat them right for the guy who just use em cuz then they bitch about it,0
i love when my friend let me use their phone to stalk the bitch that block me on facebook,0
i love when my mom goe to the groceri store until she get home and i have to carri it all in then it suck monkey nut,0
i love when peopl bitch about athlet be pay to much like theyd turn down million what the fuck ever,0
i love when the pussi smack an it sound like u mix spaghetti128541,0
i love you my nigguh but your a grown ass man httpstcoutzj6i5uhj,1
i love her as much and as long as i could ma niggah,0
i luh to lick the middl like an oreo,0
i luv watch ga monkey they be havin some classic on there,0
i made ya bitch sicc wit that one 128514,0
i made you bitch,0
i make bitch fli like peter pan do,0
i masturb into the lingeri catalog out of spite how dare she throw it in the trash befor i get to look at it,0
i may or may not have at least 4 fob relat tattoo alreadi plan out,0
i mean i like to get nasti but toot my ass up in a bitch face aint in my freaki zone,0
i mean if a bitch whilin out she gone get knock tf out,0
i mean if she a cunt then she a cunt it happen,1
i mean most ppl confus when to use to and too thi nicca use the word two when he shouldv use to 128530,0
i mean we can get marri as long we can sign a prenupti agreement it 2014 bitch,0
i mean i guess i start use thi again sinc faggot facebook block me for say mean thing to ladi gaga,1
i meanif you blow a foul there it ha to be a yellow in that situat no,0
i meant bitch nigga,0
i might freak the bitch but dont need the bitch128080,0
i miss britt god damn bitch real nigga over here babi 128129128526128588128581128175128079128584,1
i miss twinki and susi qs tragic loss to societi what is next pixi turtl,0
i miss have jihadist bitch in my crosshair ahhh the good ol day,1
i miss her but i cant bitch i wa the one who fuck up whatev,0
i miss my fag friend,0
i miss my flip phone that bitch never die,0
i miss my monkey 128533,0
i miss you be a wee cheeki cunt to me sad time missabbi,0
i miss someth of my ofay friend day all scare by da recent happen dont chu worryol lamar say you like da color folk,1
i move that niggah anyway,1
i must be a bitch,0
i must have piss thi nigga off aha um becaus he my hoe amp he act outta line 128514128557,0
i name my nigga after nba playersmi nigga larri bird is a strait fuckinshoot,0
i name my dick the truth cuz bitch cant handl it lmao,0
i name my peni the truth becaus bitch cant handl it,0
i need a belgian waffl and a coupl bad bitch,0
i need a spanish woman they dont have ghetto name they can cook they down with u till the casket and they curvi,0
i need a bad bitch that gon treat me good,0
i need a bitch,0
i need a bitch 128533,0
i need a bitch to drop it down for me lol,1
i need a bitch to go down like i need a beat,0
i need a bitch to top me till i get sleepi 128564,0
i need a cowboy killer and a cold one about now mrdtb probabl too tire tho to get down128541,0
i need a girl from jamaica i cant fuck with these basic black bitch,0
i need a heat bra becaus my nip hurt so bad,0
i need a new bitch,0
i need a trippi bitch i aint wit that cute shit,0
i need like 43 fuzzi blanket to sleep 128525128139,0
i need me a bitch,0
i need me a real loyal ass bitch 128525128553128530128548128175,0
i need one of those research street sign near usaa hang that bitch abov my bed lol,0
i need sleep but cant seem to get that place that let you clam down and sleep,0
i need some good pussi fuck,0
i need some new hoe,0
i need sum hoe ah sum cuz i wake up all i have is hella email 128557128299 but not a goodmor or goodnight text shit not even a singl text 9995128529,0
i need to chang myself first im retard as fuck,0
i need to chat with spacejamteeg where dat nicca at lol,1
i need to jump in the shop on fritag for 72 beer hate look like 20 odd i need to get 120 fag tae go to look like a junki,0
i need to pick between two wig the agoni my cute multicolor bob or my red stevi nick curli one,0
i need to re up on some hoe,0
i need to stop be a littl bitch lol,0
i never had ani friend the entir time i live in virginia no one wa cool to me i hope those white trash southern all die,1
i never play a bitch but bitch most definit play they self,0
i never put no hoe b4 my bro,0
i never seen a asian or chines bitch pregnant shit i throught they kid just spawn like call of duti 128514128557,1
i never thought you could irrit me like pleas stop be a fuck bitch surpris your boyfriend put up with you stupidspec,1
i nicknam lux coach k becaus without him we would of never heard of duke lol charli,0
i onc tri to be everyth thi bitch said she want in a man that shit didnt get me anywher,0
i onli bring up lat name to the hoe i know with kid becaus they need to know,0
i onli fuck with bad bitch im stiff,0
i onli like women who8217 pussi smell like burnt chees,0
i onli respect bitch that respect theyself truu,0
i onli wanna see bad bitch on snap chat,0
i ont care cuz i got hoe dat rite i got plenti of em,0
i ont like no dramat bitch so i just separ myself n shit,0
i ont like that game wit that retard ass bird 128530,0
i openli admit to be the level of white trash that will drive across town to the ga station with free hot dog amp half price drink,0
i order 8 chocol chip cooki amp thi bitch gave me fri smh i couldnt even take the shit back becaus i wa gon be late for work,0
i phone 6 cool but basic im girli bitch so dri n plain 128553,0
i pick welbeck for my team i have to be some kind of cunt ye,0
i pictur angu run up the side of fob sharana with everi day in afghanistan returnto1776 httptcozj1mk6w7ef,0
i plan on eat thi entir motherfuck pizza i just order like a mufucka bitch,0
i prefer jamei winston to not speak on tv at all damn coon,1
i pull hoe tx,0
i pull up in a gimm yo bitch,1
i put her pussi on the map,0
i put it ona bitch make her bang ma set 128076 i gave thi hoe dick i came i left 999665039,1
i rare drink so drunk bitch irrit me,0
i rather watch the oak cliff redskin and oak cliff comet play hell,0
i realiz tacal is a bitch,0
i realli am alway there for my bitch and they know that 128175,0
i realli be baggin bitch with no problem in basketbal short b i dont know if it my smile or my cologn or mayb it just my swag idk,0
i realli cant stand while peopl slander shit 90 trash,0
i realli commit to fuck with the richest of bitch,0
i realli dont be press for bitch on social media do i talk to them ye do i want them httptco6wkvvpsxqp,0
i realli dont like that nigguh paul tho,0
i realli get upset when my lightskin friend have anoth cute dark skin sidekicklik im suppos to be the onli cute darki u hang wit 128545,1
i realli hate a fat bitch caus im boni love smoke hella swisher when im feel lone tri mevoic 128557128557,0
i realli hate be a bitch to peopl but at thi point i no longer give a fuck,1
i realli hate when i dont get a respons back to a text messag like a bitch aint see it or sum 128545,0
i realli hope you and cameron dont get back togeth you can do so much better than that 8212 dont call her a hoe httptconpx7gltmst,0
i realli just did some hoe shyt but just so u know im onli a hoe for mr,0
i realli just wanna brake your fuck head in but ill look like a bitch if hit you,0
i realli just want to kill some towel head terrorist alreadi 128530 can high school be over now pleas,1
i realli think ppl defend cassidi throw on hotel at the crib when bitch are comin over,1
i realli wanna have a talk about life with the fuck her right in the pussi dude while smokin a blunt befor i die,0
i realli want a girl to make me some browni 128553128557,0
i realli want a sport star to get a pet monkey and name him achil,0
i realli wish i own a rocket launcher to use on everi retard drive in front of me today roadrag,1
i refus rt lxrdlvndxn damn bitch are alway talk shit about draya,0
i refus to rais a child in thi bitch ass countri,0
i rememb 2 of my friend had thi and i wa jelli rt mikegotho had thi bitch you couldnt tell me shit bruh httptcokz3eij4ugm,0
i rememb lay on a hospit bed after be shot rant about how coconut shrimp wa trash,0
i rememb me amp duddi wa argu amp he gon say shut up bitch that whi you rape me 128514128557128514128557 just childish,1
i rememb the va tech band call us planet of the ape i wa readi to flip,0
i rememb them bitch lmaoo,0
i rememb when milz drunk ass fell asleep while we where all play gear smh what a fag,1
i rememb when bitch wouldnt let a nigga fuck for like 3 month now it 3 day or so,1
i rememb when it wa watch out for her she ha cooti now it stay away from that hoe she ha herp,0
i rememb when thi lil bitch caught me slippin n had me get ina car an 2 min later im lookin at thi nigga holdin a gun in my face,0
i rescu a babi bird 128035 httptcoad7yy4cuqt,0
i respect ani nigga that tell me he got a bitch so i fall the fuck back no hate 128175,0
i ride around with notint so all them bitch can see me 128526128522128129 jetlif 999265039,0
i roll a blunt better than the bitch in havana caus im the king round here,0
i said middl school day as in the ghetto way peopl 8212 and what i am nor here to impress you what are you go httptcoqypvikcrfi,0
i salut to the hoe who kno they place other than that bitch miss me,1
i saw so mani basic bitch just pick up my school schedul i kinda want to throw up tbh,0
i say kmichel is manli becaus she doesnt act like a ladysh too foul at the mouth and violentil have to beat the bitch,1
i say fuck them other nigga bitch im all you need 128074,0
i say smash the panomera i buy a new one hoe,0
i say we all do a big fat line of meth after the finalecom on you pussi p goodbyebreakingbad,0
i see a real nicca when i look in the mirror,1
i see bitch aint been do nun but trotin amp thotin 128514,0
i see the same hoe,0
i see thru all you fake bitch amp nigga,0
i see u jigga hillari wankin,0
i see ya big boi in the oreo vs,1
i see you fuck bitch i fuck bitch also,0
i see your tweet bitch lmfao rt darealquitam von kick me to the curb i should call n curs her ass out,0
i seen scoobi hoe some nigga at the garden too 128514128514128514,0
i sho do miss my uncl tom,0
i shoot at the pussi i bust in the pussi im cume too sooooooooooon,0
i shot a stripper becaus hoe keep steal my taco httptcotq1ies1jlg,1
i should be in jail it a crime hoe i kill these beat,0
i should be the onli nigga my bitch text right now128175128175128175128175128175,0
i should gt a scurl ondeez hoe,0
i should prob shave my spic stash soon it kinda get out of hand,0
i should start wear beani more,0
i shouldv fought you when i wa over there if onli i wa myself and i havent pop that talk about u onli need two hit bitch pleas,0
i shouldv thrown a whole roll of penni and made her month that bitch,1
i show do like the jefferson dat georg make me wanna open up a dri clean stow and call all da white folk honkey,0
i show love to everybodi not on joe time i just hate stuck up peopl that hoe shit,0
i slam duunkk hoe cuz i cant lay up,0
i slept good thenna bitch tho,1
i smell i smell i smell pussi,0
i smoke a fat pound of grass and fall on my ass faster than the fat bitch who sat down to fast,1
i smoke a lot of weed to keep them bitch of ma mind,0
i snort shit with more girl in my presenc than a dude lmao coke head bitch,0
i sound retard but he is learn quickli tyleryost httptco4vqh4zbwml,0
i spend my money on weed cloth n food not hoe,0
i spent my whole 4th lookin for my hoe miss the firework and all befor i realiz i didnt have ani hoe allbad,0
i spi a coupl thirsti hoe on insta,0
i stalk my bf insta and follow ani girl that flirt with him scare the bitch,0
i start garfield monday yeahhhhhh lil bitch 128526128526128526128526,0
i stay away from bitch that be insecur i be wildn out in public say im immatur,0
i still cant get over some of these retard go ape shit over thi iphon 5 make no sens to me what so ever,0
i still cant understand whi we dont dump our trash in the ocean it pretti big and itd sure be cheaper than launch it into space,0
i still hate the bitch at the dmv californiadmv miser hoe,0
i still see plenti basic bitch with iphon 4s,0
i still think snap chat for faggot and high schooler,1
i stop snap on women and call them bitch,0
i support all of my niggaz and bitch do dope shit on the west side and in my citi la,0
i swear i care about everyth els but these bitch 128075999665039,0
i swear i got that shit that make the bitch go insan,0
i swear i hate when im somewher and a woman catch my rubberband that clearli say kappa alpha psi and ask me am i a kappa ye bitch lol,0
i swear i heard that bitch creak,0
i swear i needa go on n go back to the old me becaus bitch think it a game appar let be real,0
i swear i worri about me and noth but me i keep no other bitch on my radar im not gay 127383,1
i swear newnan util be gettin a nicca bout to start read my own damn meter,0
i swear a nicca sleep but im up tire as fuk,0
i swear aint noth wors than a bad bitch that lost it,0
i swear bitch is looney i like a pic amp im fuck that bitch128514128514128514,0
i swear bitch wouldnt have noth to worri about but they dont know how to shut the fuck up,0
i swear di hoe doinv thi grown n sexi challeng look like a lightskin gremlin,0
i swear femal think they know me bitch you dont know my intent you just think you do,0
i swear girl with good pussi think that the answer to everyth,0
i swear ion see how broke nicca still out here gettin pussi smh,1
i swear nobodi actual care about valentin day unless they are singl amp jade and want to bitch 100601109365039100601109365039127801,0
i swear nobodi can complain about hoe earli they have to wake up to go to work becaus nobodi wake up at 2am to get readi,0
i swear ta god nigga all dese hoe want is a yrn,1
i swear that hoe b tri it,0
i swear the peopl clean the offic switch what side the trash vs recycl can are on on purpos to mess with me,0
i swear these anon fag go to protest just to take pictur to post to twitter look i wa therelik me,1
i swear these hoe aint got noth on you 999665039128522128591,0
i swear thi hoe been follow me ever sinc i went on break,0
i swear to god i be in the middl of the club make out wit bitch like im tryna film a romant comedi or somethin,0
i swear to god i hit 40 lick im lil b and im not no bitch when im off that dope i rob my bitch,0
i swear to god some hoe look like they take the same exact pictur everytim chang it up for onc godamn ratchet,0
i swear yall broad with a new bitch everi monthi cant even get one girlfriend mayb someth is wrong with me,0
i swear new bitch here me rap and it a wrap,0
i take a bitch home give her long dick,1
i take full pride in the ass my momma ha so bless me with now her is just ridicul on all level her yellow ass got back for year,0
i take it notr dame is still trash httptcofrtmyhu7bl,0
i take shot wit no chaser i get bitch i dont chase em,0
i talk to these bitch like i realli do care,1
i talk to some bird i fell in love again,0
i tell a bitch i dont love shit fuck somethin,0
i tell bitch i got that it ike turner syndrom,0
i tell the 5th bitch to get the 6th bitch to to have the 7th bitch bring more,0
i tell the baddest hoe beat it unless you gone strip 128513,0
i tell the truuuooooth that bitch is ugli yeah her aunt and momma too i wa gone lie about er but bro i had to tell the truth,0
i tell thi bitch followback she rt me say followback then doesnt followback block like fuck,0
i tell u thi tho ifwhen u nigger women start get cornrow againmannn just dont do it,0
i text my ex my new bitch pussi wetter,0
i thincc im a pretti averag bitch ya know 128527,0
i think i broke a rib when i fell in that ditch turn into a pussi i think not,0
i think i figur out where white trash american come from the rural part of europ,0
i think i found a normal roommat again prais be to jesu these current one are about to get their throat slit in their sleep,1
i think i just gotta accept the fact that all these bitch gonna be hoe til they around the age of 27 and life will be a lot easier,0
i think i kill a chipmunk but that son of a bitch wa fast i need to check my tire,0
i think i read the worst interview ever lee castro and one of the 2 dope bitch neither one of these two belong in media,0
i think ill have salad bar for lunch today gotta make up for the birthday browni somehow lasthurrahthendietstart,0
i think ill just eat thi browni and pass out,0
i think im a bitch tonight,0
i think im gonna walk around the hous free as a bird,0
i think im have my guy period today i have been such an emot bitch heh heh heh,0
i think a lot of bitch dont smile in their selfi becaus their breath stink and they dont want to steam up their front camera,0
i think about the fact that dinosaur evolv into bird everi time i eat chicken dinosaur are delici,0
i think ai havent look at a cloud in a whole minut cu them hoe move fast asf rn,0
i think all dem hoe on lahhh regular,0
i think all yall lose yall nigga cuz the season chang yall season hoe 128557,0
i think dat missfaceti call me a nigger what do move away from da dark side mean,1
i think everi bitch wit a tongu pierc suck dick im just be real,1
i think it funni how hoe talk bout be faith,1
i think these bitch tryna set me uuuuhhuuhhhhhp,0
i think thi nigga retard g,1
i think women will forev find a way for a guy to be thirsti tho just so they can feel like thier pussi ha some valu it dont,0
i think you a fat bitch if i never see ya bodi on the tl and you got noth but neck up avi,1
i think you fuckin wit the wrong niggah,0
i think your in a bad mood from munch on hairi pussi,0
i think youv made it clear that these hoe aint loyal,0
i thought i love thi bitch to the core,0
i thought it wa legal to beat yo hoe,0
i thought it wa bro over hoe guess not 128530,0
i thought she wa albino tho 128563,0
i thought that bitch wa trynna line me128553,0
i titti wreck ya bitch,0
i tld that hoe 2 wrong dnt make a rite now she wanna sing,0
i told her too i said bri dont get in tweef with anyon becaus your trash at it and then she goe and tweef with like 6 freshman,0
i told my mom she eat cereal ugli amp she gon say your a rude littl bitch i just thought i should let bitch know 128514,0
i told that bitch idgaf about a benz bitch,1
i told that chick tell the truth if you the realest bitch i ever met then show me some proof,0
i told that littl bitch ass nigga do it look like im about to eat your gun charg ill slap you and your hoe ass lawyer,1
i told yall he wa go to do that shit u pussi boy,0
i took 2 rebel vs yanke test 40 question accent word usag and score a total of 475 rebel vs 525 yanke in southern pa,0
i travel back in time to middleearth and crept up on my enemi i slit the hobbit throat and by reflex vomit into my trembl hand,0
i treat my bitch with respect,1
i tri call my sorri ass cousin msparka1 for her 27th bday but the hoe aint answer like alway she too big time these day lol,0
i tri and get back into anim but i swear everi show revolv around either teenag girl or the boy who are too pussi to talk to them,0
i tri to pass him up get in carpool pass him he just look at me like im play a game do i wave hi idgaf dont fuck w me bitch,0
i turn cassey to a nasti hoe rihanna to a classi hoe,0
i turn bitch gay they think all the other bitch can fuck like me,0
i turn on the bet award for 10 second and got to wit random bitch get drunk and dwade danc to rkelli,0
i upload a youtub video httptco8rle3jnr goproud make money out of twinki crisi in free market spirit,0
i upload a youtub video httptcojhuuzpgr updat on uganda antigay bill freemasonri angloamerican influenc and,0
i use to wanna fuck that bitch but not no mo,0
i use to chug vodka and orang juic i also use to chug vodka and gatorad i use to chug vodka,0
i use to get gr a lot tho mayb that whi my sole crack so much httptcolrcb0vabig,0
i use to pictur him come up the wadi to fob sharana with a barrel of brandi for me iiarwatch,0
i use to think that bitch wa bad but not no moe,0
i wake up everi morn wish a bitch would,0
i wan do a mixtap pussi an cinnamon roll,0
i wanna apolog for be such a bitch the other day but the way my emot are set up,0
i wanna be around bitch amp have fun 128556,1
i wanna be someon bitch ass boyfriend right now but that just me head playin game on ya boi,0
i wanna buy my bitch everi bag,0
i wanna cut my hair but im too busi be a bitch about it,0
i wanna eat the fuck u talk bout then bitch,1
i wanna experi that late 30 amp earli 40 pussi,0
i wanna get thi hoe on my arm with a diamond come out of the cloud972965039128142 riprick httptcokdy74ohutw,0
i wanna go to a trash talk concert,0
i wanna see some ass clap leg shake i wan see a bitch get on they head fa dese beat,0
i wanna tri pot browni,0
i want oreo who can help me,0
i want a cowboy killer,0
i want a four loco right now so i can chug it and go straight to sleep,0
i want a girl whose pussi smell like tuna,0
i want a slope job so i can get away from everyth and be by myself for two week i hate be around peopl unless they are my friend,0
i want all my hoe back,0
i want me a coon ass girl lol,1
i want my bitch to answer if my ex call with my dick in her mouth,0
i want one ae you to start someth with me tbh but you are aw pussi shame,0
i want some cooki browni and ice cream 128523,0
i want some fire cracker not the babi ass fire work doe az have fire cracker,0
i want some monkey bread 128553128588,0
i want some monkey bread,0
i want to be as independ as soon as i can i dont like depend on peopl make me feel like a bitch,0
i want to beat thi bitch ass soooo bad,1
i want to go to the pumpkin patch but the love bird will make it a date and then the rest of us will be uncomfort,0
i want to paint but faggot wont paint with me,0
i want to squar up with all these hoe,0
i want yo bitch i go get her i smash er now she wont let up,0
i wa a huge tomboy like i had barbi but onli becaus my ninja turtl need bitch truth,0
i wa a made nicca when i wa a young nicca,0
i wa accus of never take a full front face shot so here is one no slant or angl or noth httptcoycuvypv1n0,0
i wa at a red light on decatur amp lake mead amp some bitch that knew me wa too happi to see me128514lik bitch wa finna get in my passeng seat,0
i wa at my bf grandma hous today goin through old album and hi grandpa had nake pic of hi side ho from the 50 128514128553,0
i wa damn near floss with the bitch tampon string aw 8220taecocki have anyth stop you from eat pussi if so what wa it8221,0
i wa eat amp my mom gon say damn calm down tf bitch i am calm,0
i wa feelin her about a week agoooo now she just a silli hoesilli hoe 1281751281759995,0
i wa fli down the slope and just ram into thi small asian boy kid got up like a champ and walk it off,0
i wa get to the busi while you wa chase the bitch,0
i wa given the same number as mean joe green in high school but wa never as tough as that son of a bitch respect,0
i wa gonna put 8220i wanna eat the pussi like a saiyan8221 in her mention but they8217r savag enough,0
i wa grown by the time i turn 16 wit onli my grandma nigguh,0
i wa gunna eat the pussi but im on a diet,0
i wa in love with charli 128553,0
i wa in the 9 grade and thi bitch said someth and i went off about her momma and her she wa like im adopt,0
i wa in the club and there wa thi good lookin bitch she had gold teeth tho i wa confus smh,1
i wa inform about a bird pheonix today that i could not find a physic imag ofal paintingsmytholog or extinct,0
i wa kid guy i dont have hoe dont let lov3tadaisha lie to yall,0
i wa liter trappin when drake drop that take a bitch from ani nigga that what we do line i can tast the hennessey now,1
i wa lookin like 128563 when dem nicca told me dat shit,0
i wa play music in the kitchen and now my mom keep ask toni whi give a bitch your heart when she rather have a purs,1
i wa smoke a blunt outsid and these nasti countri bitch jump into the lake nake 128514128514128514 that lake is nasti as fuck 128567,0
i wa such a pussi back then lol like it crazi,0
i wa told never fold amp never sell my sole,0
i wa tri fuck someth today and thi bitch want lie talk bout hi brother wa on hi phone lmfao i feel play,1
i wa with a bitch with a mustash for a year and a half wtf is wrong itch me,0
i wa work hard as a bitch today i deserv a reward,0
i wasnt born last night i know these hoe aint right,0
i wasnt born last night i know these hoe aint right,0
i wasnt born lastnight i know these hoe aint right 128080,0
i wasnt call you a faggot but you are one lol,1
i watch one and a bitch hold the camera said yall need to hurri upmi batteri about to die nooooo,0
i well fuck yu too bitch,0
i went from smart car to a bitch with some smart lip,0
i went outsid and got mad bc thi weather is trash,0
i went to see thi is where i leav you at a movi theater with tabl and real food it wa fun i order a browni dessert p,0
i wept when thurmanmunson die and i weep 35 year later captain yanke,0
i will beat a bitch ass tf,0
i will eat these hoe aliv 128175128175128175128567 httptcor4lw4kkfr1,1
i will liter never get home thi shit is retard,0
i will not leav my nigga but you can be my bitch too idgt 128526128175128074 httptcoexjvkjcxez,0
i wish joederosacomedi didnt block me long ago for call him a pussi so i could call him a pussi again and get block a second time,0
i wish i could go to dat bitch rt,0
i wish i could mute rice krispi but instead them bitch snap crackl amp poppingaint that some shit,0
i wish i could punch the 14 year old me for be such a thirsti bitch,0
i wish i had a reason to buy a suit for a wed but clearli bitch dont know what those are,0
i wish i never met that bitch bro on god,0
i wish i smoke so i could hit more smoker loser hoe,0
i wish i would argu with a nigga or a bitch imma just laugh at ya ass,1
i wish tinder would quit show me all these broad with that retard l gestur theyr not smart enough to procreat with me bbn,0
i wish young thug made past me the hookah and kept garbag ass tyga out that bitch,0
i wish a bitch could,0
i wish a bitch would,0
i wish a nigguh would tri thi clown shit in woh httptcoucskiwfg10,1
i wish alot more femal would tweet about suck dick im tire of me and twitter nigga tweet about eat pussi we need balanc,0
i wish bitch would be straight up wit their friend and tell em they look ugli when they realli do and not say they cute 128530 smh,0
i wish everyon i knew wasnt a faggot a tri hard or a sketchbal,1
i wish faggot like tyga would stop make music rack citi wa fuck aw get the fuck outta michigan,1
i wish hoe didnt bore mei wouldnt have thi problem and would shop at hoe r us everi day,0
i wish my bitch ass mother would give me my 5grand forchild support fuckin bitch,0
i wish my brother would stop bring dirti bitch in my hous,0
i wish peopl could just be straight up with me dont be a fake bitch to me becaus im not a fake bitch to you or anyon actual,0
i wish ppl would learn how tf to stay out my busi im a grown ass man i go where i pleas mind your damn busi bitch,1
i wish twitter had a stalk thi bitch button,0
i wish ya nigha stress ya kid like ya stress these lame bitch,1
i wish i wish i wish i wish i wish i wish a bitch would cept she alreadi did gonna have to handl thi 128522,0
i wit ace hoe soo mani nigga at the garden grow up 128514128514128514 im talk strong arm hoein too 128170,1
i wnna go to ihop bitch,0
i woke up and she wa alreadi pregnant fuck dat bitch 128514,0
i woke up in a bed full of bitch that i aint eeeen fuckin,0
i woke up in a bed full of bitch that i aint even fuckin,0
i wont do nothin with the bitch she cant even get me hard,0
i wont say how mani bitch i fuck but i might say how mani 100 i touch 128178128178128178,0
i wont trust a bitch 128581,0
i wonder how mani yanke fan are hurt that derek jeter is out until after the all star break lmao 128514,0
i wonder if philli fan arent awar that they are complet cunt or they are awar but are just ok with it,1
i wonder if that latino strategi is workingtpm goper doubl down on wetback but backped on shoot on sight httptcoqwlpxxsuib,1
i wonder if that bitch dead yet,0
i wonder if there ever a day in my sister life that she ever not a complet and utter bitch or if she save it special just for me8230,1
i wonder if twitter didnt allow pictur and avi how mani follow yall would realli have cu yall bitch dont be talkin bout shit 128514,0
i wonder when twerk die what will all the hoe that becam world star famou live be like wherearetheynow,1
i wonder where all these bitch i got at,0
i wonder who wrote that blog either a hoe dat let a few of them nigga beat to no avail or a bitch nigga who hoe let a few of em beat,0
i would bitch about the weather be bipolar but im just gonna appreci how nice it is instead,0
i would call you a bitch but that frown upon,0
i would commit the rest of my gay life to be a complet 100 submiss bottom if i could be zac efron bitch nosham gayboyproblem,0
i would def call dwight a cradl rob faggot if i were kobe,1
i would describ whatupag work as blaxican,0
i would leav my crib and go somewher but im pretti sure ill die caus if my bitch ass car slide everywher,0
i would like to apolog to anyon i have call fat stupid gay nigger jew or retard i am truli sorri jk just troll fag,1
i would like to test and see how long your tongu realli is my ladi eggplant emoji tinash,0
i would love to give thi bitch some act right juic lol,0
i would love to not be hit with the jig for onc in my fuck life,0
i would never fight a nigga for vaginathat what hoe do lmao,0
i would never hit a woman but i would slap a hoe,0
i would probabl still feel bad if you werent such a bitch about it,0
i would went in on that ref hell with a post game interview say he call me sad and trash,0
i wouldnt be act like a crazi bitch if you just told me what the hell goe on in your head,0
i wouldnt fuk a lot of u bitch realtalk,0
i wouldnt last in prison them bitch would eat me aliv,0
i wouldnt want my girl show her goodi to everi niggah 1285309995,1
im the mother fuckin uglygt badguygt bitchesgt eliwallach type shit breakingbad is a joke about noos rig leevancleef sportsgt,0
i65533m tough ambiti and i know exactli what i want if that make me a bitch then okay,0
i8217ll gladli be a victim rt mafiosoro then im a felon rt bigobundl a bitch over 200lb ride ur face is attempt murder 128555128555,1
i8217m log out rt shakez843 ah man rt officiallyic the bartend be sellin pussi too i thought onli the stripper sold pussi,0
id put a bullet in that bitch,1
id be the best at own a bird i could teach them the funniest thing to say,0
id do anyth for an oreo vanilla bean drink from dunkin amp a chocol chip muffin from there tooim starv amp that sound so good now,0
id drive me crazi to have to be at that ghetto ass school everyday,0
id have to go off on a bitch,0
id hit a kardashian she threw money at me bruh somebodi would have to pull me off that hoe idgaf who she is nobodi to me anyway lol,1
id kill a bitch to be abl to cuddl right now ugh sucker for the stupid shit i swear,0
id kill to meet charli sheen,0
id like to see someon tri to hit me off joke on you bitch i dont have internet,1
id rather be at school improv my life than sleep at home im back bitch,0
